id,content,lang
7340," people arrested in Gauteng and KwaZuluNatal so far
Atleast  deaths in total
TakeBackSA
ProtectSouthAfrica",en
7341,Two Things Mr  states which is Mentioned by the South African on the Clip Foreigners especially here illegally taken   of jobs and Businesses and also the Political system is broken hence we need to VOTE You decide the Real Truth on the ground  ,en
7342, Foreigners have a right to keep quiet while we citizens resolving our political and economic crisis,unknown
7343,"Tears fill my eyes as I wake up to images of my hometown a place I grew up in BURNT
Isipingo has become a damaged war zone over night 
PrayForSouthAfrica TakeBackSA ProtectSouthAfrica  Where were you defending ",unknown
7344," Wait until SANDF stops them theyll go for foreigners then its gonna be tribal war

Those ones from KZN have already shown it",en
7345,  Why are you so scared to be firm and decisive Why this soft approach Your party if responsible for this Our people are not working because you have allowed a free for all in this country Illegal immigrants are enjoying all the freedom in this country,en
7346,Foreigners  ,unknown
7347,Malema and his fans think Soldiers are like beating up foreigners and looting Pakistan shops Batlo nyela One thing i know is Malema wont even pitch up while his blind supporters will be losing their lives,en
7348," 

First they gonna beat up foreigners then its tribal war",en
7349,  The world over jobs are created by small enterprises If those jobs go to illegal foreigners where will South Africans get employment Secondly we need to amend this constitution no successful country in the world has given its citizens so many rights,unknown
7350,I pray foreigners dont catch strays from this and xenophobia doesnt return,en
7351,Soon as The SANDF stops them they are going to beat foreigners,en
7352,  Tell your dad to get his facts straight not everything is about foreigners We have problems of our own while youre spreading misinformation,unknown
7353,My thoughts and prayers to all the immigrants living in South Africa we may actually be also victims of the ongoing insurrection and violence,en
7354," Ka be ka gopola koa e re 

I wanna know what love is by foreigners

DoYouKnowLOVE",unknown
7355,"    The people want Zuma out of Prisonis that too much to ask for

we havent talked about this useless lockdowns 
we havent talked about youth unemployment 
we havent asked about the b that disappeared within  months
we havent talked about foreigners taking our jobs",unknown
7356,  The country has a prime minister who encourages booing of antiracist gestures and a Home Secretary who doesnt want any foreigners to enter the country Its no wonder there are so many pricks around,unknown
7357, And the way South African citizens and foreigners criticize him is just a lot  the man is trying to do whats best for everyone ,en
7358,We know de Klerk and his entire cabinet are guilty of crimes against humanity Arrest them all no need for trials In the interest of law and justice get all illegal immigrant out of here Foreigners must only do specialised jobs that locals are not skilled on GautengShutdown,en
7359,"  The least he could have done
But he chose foreigners Guptas BILLIONS",unknown
7360,Would be better if this GautengShutdown was about illegal foreigners who are kingpins for drugs and kidnapping of women and children,unknown
7361,Okae molao is suddenly silent on the  protests in Alex seemingly they only target immigrants around Gauteng,unknown
7362," In JHBPTA akuna support for a black local ManWomen

They always support foreigners",en
7363,When Mr  says this his called all names When he says South Africans must run shops and Businesses in Joburg is called Antiforeigners Whos fooling who lets Vote  for such to be implemented in Joburg ,unknown
7364,Department of Home Affairs For Department of Home Affairs to create a Matric IDCitizenship Helpline for Refugeesimmigrant born in SA to apply for IDs   Sign the Petition  via ,en
7365, You know this hurts me so much seeing south africans struggling to find work in their own country and the same job they are seeking being filled by foreigners when will south africans be put first and prioritised,unknown
7366, is heading He goes out canvassing investors to come into the country Is this what he is telling investors about South Africa lawless is beyond compare foreigners steal Vandalia and break the law at will Arresting Zuma was forced by the CC otherwise hed be roaming around,unknown
7367, This would be a good idea Time youre focusing on the real issues Issues that involve the people of this country Also include all other housing projects in Gauteng Let them investigate how foreigners end up with most of the houses Lot of corrupt officials here,en
7368,"  Let me help u cause it seems like u dont understand

Very sad The drivers mostly black mostly foreigners feed their families back home from salaries they earn by driving trucks",unknown
7369,  U forgot to mention mostly foreigners,unknown
7370,  Better be captured my fellow African than foreigners,unknown
7371,  What rubbish is this are you a South African or an illegal immigrant who knows nothing about the KZN,unknown
7372,   Those truck drivers  of them are foreigners anyway,en
7373,  I agree to disagree if you have studied these thieves ANC adopted a bankrupt administration and the system that was masterminded to keep these foreigners above us for many years to come as long as there was no revolution Think about it my brother Z,en
7374,  I wouldnt be up this late just if I was ok with the status quo of SA In fact if we had more armour KZN will be in catastrophic as we speak We are fed up of being bullied by foreigners using our own to destroy us Theres no rainbow nation while our ppl still starve in poverty,en
